"Name","Price","Year","Mileage","Fuel","Transmission","Source"
"DS DS 3 Crossback 1.2 PureTech 130 Prestige 5dr EAT8",14349,"2020",34535,"Electric",NA,"Cinch"
"Vauxhall Grandland X 1.5 Turbo D Sport Nav 5dr",11499,"2020",34535,"Electric",NA,"Cinch"
"Mercedes-Benz A-Class A180d [2.0] Sport 5dr",16699,"2020",34535,"Electric",NA,"Cinch"
"MINI Clubman 2.0 Cooper S ALL4 6dr Auto [Tech/JCW Chili Pack]",16799,"2020",34535,"Electric",NA,"Cinch"
"Volkswagen Golf 1.4 TSI SE [Nav] 5dr",13649,"2020",34535,"Electric",NA,"Cinch"
"Citroen C3 1.2 PureTech 110 Flair 5dr [6 Speed]",8849,"2020",34535,"Electric",NA,"Cinch"
"Vauxhall Corsa 1.2 Turbo Ultimate 5dr Auto",17299,"2020",34535,"Electric",NA,"Cinch"
"SKODA SUPERB 2.0 TDI CR SE L Executive 5dr DSG [7 Speed]",13399,"2020",34535,"Electric",NA,"Cinch"
"Toyota RAV4 2.5 VVT-i Hybrid Icon 5dr CVT 2WD",27499,"2020",34535,"Electric",NA,"Cinch"
"Nissan Qashqai 1.5 dCi 115 Tekna+ 5dr",12349,"2018",67008,"Diesel",NA,"Cinch"
"Vauxhall Corsa 1.2 Turbo SE Edition 5dr Auto",13999,"2018",67008,"Diesel",NA,"Cinch"
"SKODA KAMIQ 1.0 TSI 95 SE 5dr",11249,"2018",67008,"Diesel",NA,"Cinch"
"Citroen C3 Aircross 1.2 PureTech 110 Shine Plus 5dr",15549,"2018",67008,"Diesel",NA,"Cinch"
"Ford Fiesta 1.0 EcoBoost Hybrid mHEV 125 ST-Line X Edition 5dr",16449,"2018",67008,"Diesel",NA,"Cinch"
"SKODA FABIA 1.0 TSI 110 SE 5dr DSG",10299,"2018",67008,"Diesel",NA,"Cinch"
"Mercedes-Benz CLA CLA 200 AMG Line 5dr Tip Auto",22099,"2018",67008,"Diesel",NA,"Cinch"
"MINI Clubman 2.0 Cooper S Classic 6dr",16299,"2018",67008,"Diesel",NA,"Cinch"
"Volkswagen Golf 2.0 TDI 184 GTD 5dr DSG",18849,"2018",67008,"Diesel",NA,"Cinch"
"BMW 2 Series 218d [150] M Sport 2dr [Nav]",10999,"2018",67008,"Diesel",NA,"Cinch"
"Hyundai Tucson 1.6 TGDi 177 Premium SE 5dr 2WD",15049,"2018",67008,"Diesel",NA,"Cinch"
"Toyota Yaris 1.5 VVT-i Design 5dr [Nav]",10299,"2018",67008,"Diesel",NA,"Cinch"
"BMW 8 Series Gran Coupe 840i [333] sDrive M Sport 4dr Auto",33649,"2018",67008,"Diesel",NA,"Cinch"
"Ford Kuga 1.5 EcoBoost 120 Zetec 5dr 2WD",11649,"2018",67008,"Diesel",NA,"Cinch"
"Toyota Corolla Touring Sport 2.0 VVT-i Hybrid Excel 5dr CVT",19849,"2018",67008,"Diesel",NA,"Cinch"
"Vauxhall Corsa-e 100kW Elite Premium 50kWh 5dr Auto [11kWCh]",12849,"2018",67008,"Diesel",NA,"Cinch"
"Abarth 595 1.4 T-Jet 145 3dr",10149,"2018",67008,"Diesel",NA,"Cinch"
"Citroen C4 Cactus 1.2 PureTech Flair 5dr [6 Speed]",8499,"2018",67008,"Diesel",NA,"Cinch"
"SEAT Ateca 1.5 TSI EVO FR 5dr",17199,"2018",67008,"Diesel",NA,"Cinch"
"Vauxhall Corsa 1.2 Turbo SE Premium 5dr",12349,"2018",67008,"Diesel",NA,"Cinch"
"MINI Hatchback 1.5 Cooper Sport II 3dr",12699,"2018",67008,"Diesel",NA,"Cinch"
"Audi Q3 2.0 TDI Quattro Black Edition 5dr",18549,"2018",67008,"Diesel",NA,"Cinch"
"Volkswagen Golf 1.0 TSI Life 5dr",18049,"2018",67008,"Diesel",NA,"Cinch"
"Vauxhall Corsa 1.2 Turbo SRi Premium 5dr",10499,"2018",67008,"Diesel",NA,"Cinch"
"Fiat 500 1.0 Mild Hybrid Dolcevita [Part Leather] 3dr",8549,"2018",67008,"Diesel",NA,"Cinch"
"Volkswagen ID.3 107KW Life Pro 58kWh 5dr Auto",11649,"2018",67008,"Diesel",NA,"Cinch"
"Citroen C5 Aircross 1.2 PureTech 130 Flair 5dr",12549,"2018",67008,"Diesel",NA,"Cinch"
"Vauxhall Crossland X 1.2T ecoTec [110] SE 5dr [Start Stop]",7599,"2018",67008,"Diesel",NA,"Cinch"
"Nissan Qashqai 1.3 DiG-T Tekna 5dr",13449,"2018",67008,"Diesel",NA,"Cinch"
"Audi A3 2.0 TDI S Line 5dr S Tronic [7 Speed]",13549,"2018",67008,"Diesel",NA,"Cinch"
"Mercedes-Benz A-Class A200 AMG Line Executive 5dr Auto",19549,"2018",67008,"Diesel",NA,"Cinch"
"Vauxhall Crossland X 1.2T [110] Elite 5dr [Start Stop] Auto",10649,"2018",67008,"Diesel",NA,"Cinch"
"Mercedes-Benz A-Class A180 SE 5dr",14049,"2019",50516,"Petrol","Manual  ","Cinch"
"Volkswagen Polo 1.0 Beats 5dr",11749,"2019",50516,"Petrol","Manual  ","Cinch"
"Toyota Corolla 1.8 VVT-i Hybrid Design 5dr CVT",15499,"2019",50516,"Petrol","Manual  ","Cinch"
"Citroen C4 Picasso 1.6 BlueHDi Flair 5dr EAT6",11399,"2019",50516,"Petrol","Manual  ","Cinch"
"MG ZS 1.0T GDi Exclusive 5dr DCT",11799,"2019",50516,"Petrol","Manual  ","Cinch"
"Toyota Corolla 1.8 VVT-i Hybrid GR Sport 5dr CVT",20249,"2019",50516,"Petrol","Manual  ","Cinch"
"Volkswagen Tiguan 2.0 TDi 150 R-Line 5dr DSG",17649,"2019",50516,"Petrol","Manual  ","Cinch"
"Land Rover Discovery 3.0 D300 R-Dynamic HSE 5dr Auto",59314,"2019",50516,"Petrol","Manual  ","Cinch"
"MINI Hatchback 135kW Cooper S Level 1 33kWh 3dr Auto",13349,"2019",50516,"Petrol","Manual  ","Cinch"
"Tesla Model 3 Performance AWD 4dr [Performance Upgrade] Auto",19849,"2019",50516,"Petrol","Manual  ","Cinch"
"Peugeot 2008 1.5 BlueHDi 110 Allure 5dr",14449,"2019",50516,"Petrol","Manual  ","Cinch"
"Mercedes-Benz E-Class E220d Sport 4dr 9G-Tronic",24999,"2019",50516,"Petrol","Manual  ","Cinch"
"Toyota C-HR 1.8 Hybrid Design 5dr CVT",20799,"2019",50516,"Petrol","Manual  ","Cinch"
"Abarth 595 1.4 T-Jet 145 3dr",10099,"2019",50516,"Petrol","Manual  ","Cinch"
"Honda Civic 2.0 VTEC Turbo Type R 5dr",47974,"2019",50516,"Petrol","Manual  ","Cinch"
"Volkswagen T-Roc 1.5 TSI Life 5dr",17989,"2019",50516,"Petrol","Manual  ","Cinch"
"Volvo XC40 300kW Recharge Twin Pro 78kWh 5dr AWD Auto",26999,"2019",50516,"Petrol","Manual  ","Cinch"
"BMW 3 Series 320d Sport 5dr Step Auto",16249,"2019",50516,"Petrol","Manual  ","Cinch"
"Kia Niro 1.6 GDi PHEV 2 5dr DCT",16599,"2019",50516,"Petrol","Manual  ","Cinch"
"Renault Megane 1.5 Blue dCi Iconic 5dr",10049,"2019",50516,"Petrol","Manual  ","Cinch"
"SEAT Leon 1.0 TSI EVO SE Dynamic 5dr",12849,"2019",50516,"Petrol","Manual  ","Cinch"
"Volvo V40 T2 [122] Momentum Nav Plus 5dr Geartronic",11249,"2019",50516,"Petrol","Manual  ","Cinch"
"BMW 1 Series 118d M Sport 5dr",17149,"2019",50516,"Petrol","Manual  ","Cinch"
"SEAT Ibiza 1.0 TSI 110 Xcellence Lux 5dr",15749,"2019",50516,"Petrol","Manual  ","Cinch"
"Hyundai Santa Fe 1.6 TGDi Hybrid Premium 5dr 4WD Auto",28349,"2019",50516,"Petrol","Manual  ","Cinch"
"Land Rover Range Rover Evoque 2.0 P200 R-Dynamic S 5dr Auto",20949,"2019",50516,"Petrol","Manual  ","Cinch"
"SEAT Leon 1.0 TSI EVO SE Dynamic 5dr",13999,"2019",50516,"Petrol","Manual  ","Cinch"
"DS DS 3 Crossback 1.2 PureTech 130 Ultra Prestige 5dr EAT8",16799,"2019",50516,"Petrol","Manual  ","Cinch"
"Jaguar E-PACE 1.5 P300e R-Dynamic SE 5dr Auto",26149,"2019",50516,"Petrol","Manual  ","Cinch"
"Volkswagen ID.5 150kW Style Pro Performance 77kWh 5dr Auto",27999,"2019",50516,"Petrol","Manual  ","Cinch"
"Mercedes-Benz GLA GLA 180 AMG Line Edition 5dr Auto",17899,"2019",50516,"Petrol","Manual  ","Cinch"
"Audi A1 25 TFSI Sport 5dr",14649,"2019",50516,"Petrol","Manual  ","Cinch"
"Hyundai i10 1.0 MPi SE 5dr",11049,"2022",9770,"Petrol","Manual  ","Cinch"
"Mercedes-Benz A-Class A200d AMG Line 4dr Auto",16049,"2022",9770,"Petrol","Manual  ","Cinch"
"Kia Sportage 1.6T GDi ISG 2 5dr [AWD]",13499,"2022",9770,"Petrol","Manual  ","Cinch"
"Mercedes-Benz A-Class A200d AMG Line 5dr Auto",17749,"2022",9770,"Petrol","Manual  ","Cinch"
"Vauxhall Grandland X 1.5 Turbo D Elite Nav 5dr",12649,"2022",9770,"Petrol","Manual  ","Cinch"
"BMW 3 Series 330e M Sport 4dr Auto",18149,"2022",9770,"Petrol","Manual  ","Cinch"
"Mazda CX-30 2.0 e-Skyactiv G MHEV SE-L Lux 5dr",15449,"2022",9770,"Petrol","Manual  ","Cinch"
"Audi A6 40 TFSI S Line 4dr S Tronic",22899,"2022",9770,"Petrol","Manual  ","Cinch"
"Peugeot 508 1.6 Hybrid GT 5dr e-EAT8",18299,"2022",9770,"Petrol","Manual  ","Cinch"
"Volkswagen Golf 1.5 TSI EVO Match Edition 5dr",17699,"2022",9770,"Petrol","Manual  ","Cinch"
"BMW 2 Series Gran Coupe 218i M Sport 4dr",18199,"2022",9770,"Petrol","Manual  ","Cinch"
"Volkswagen Passat 2.0 TDI EVO SCR SE Nav 4dr",13449,"2022",9770,"Petrol","Manual  ","Cinch"
"Hyundai Tucson 1.6 TGDi 177 N Line 5dr 2WD",18849,"2022",9770,"Petrol","Manual  ","Cinch"
"BMW X3 xDrive M40i 5dr Step Auto",30999,"2022",9770,"Petrol","Manual  ","Cinch"
"MINI Hatchback 1.5 Cooper Classic 3dr",16099,"2022",9770,"Petrol","Manual  ","Cinch"
"Jaguar F-PACE 2.0d [240] Chequered Flag 5dr Auto AWD",25449,"2022",9770,"Petrol","Manual  ","Cinch"
"BMW 2 Series Active Tourer 218i M Sport 5dr Step Auto",16499,"2022",9770,"Petrol","Manual  ","Cinch"
"Volkswagen T-Cross 1.0 TSI 110 SE 5dr",16999,"2022",9770,"Petrol","Manual  ","Cinch"
"Mercedes-Benz GLA GLA 200 AMG Line Edition 5dr Auto",19199,"2022",9770,"Petrol","Manual  ","Cinch"
"Ford Focus 1.5 EcoBlue 120 ST-Line X 5dr",12149,"2022",9770,"Petrol","Manual  ","Cinch"
"Hyundai IONIQ 1.6 GDi Plug-in Hybrid Premium 5dr DCT",15549,"2022",9770,"Petrol","Manual  ","Cinch"
"Ford Focus 1.5 EcoBlue Titanium 5dr Auto",18349,"2022",9770,"Petrol","Manual  ","Cinch"
"Audi A4 Avant 40 TDI 204 Quattro Black Edition 5dr S Tronic",29999,"2022",9770,"Petrol","Manual  ","Cinch"
"Audi A3 45 TFSI e S Line Competition 5dr S Tronic",22799,"2022",9770,"Petrol","Manual  ","Cinch"
"Audi A3 35 TFSI S Line 5dr",17799,"2022",9770,"Petrol","Manual  ","Cinch"
"Volkswagen Golf 1.5 eTSI 150 Style 5dr DSG",17749,"2022",9770,"Petrol","Manual  ","Cinch"
"BMW X1 sDrive 18i M Sport 5dr Step Auto",16499,"2022",9770,"Petrol","Manual  ","Cinch"
"SKODA SUPERB 2.0 TDI CR SE Technology 5dr",16849,"2022",9770,"Petrol","Manual  ","Cinch"
"BMW X4 xDrive20d MHT M Sport 5dr Step Auto",27999,"2022",9770,"Petrol","Manual  ","Cinch"
"Audi A3 35 TFSI S Line 5dr",21399,"2022",9770,"Petrol","Manual  ","Cinch"
"BMW 3 Series 320d M Sport Shadow Edition 5dr Step Auto",19899,"2022",9770,"Petrol","Manual  ","Cinch"
"BMW 1 Series M135i xDrive 5dr Step Auto",27149,"2022",9770,"Petrol","Manual  ","Cinch"
"Volkswagen Golf 1.5 TSI Style 5dr",18749,"2021",14660,"Petrol","Manual  ","Cinch"
"BMW 3 Series 330e M Sport 4dr Step Auto",18099,"2021",14660,"Petrol","Manual  ","Cinch"
"Audi A1 25 TFSI Technik 5dr",16999,"2021",14660,"Petrol","Manual  ","Cinch"
"Vauxhall Corsa 1.2 Turbo SRi Edition 5dr",12549,"2021",14660,"Petrol","Manual  ","Cinch"
"Volkswagen Polo 1.0 TSI 95 Match 5dr",12999,"2021",14660,"Petrol","Manual  ","Cinch"
"Renault Clio 1.0 TCe 100 Iconic 5dr",11349,"2021",14660,"Petrol","Manual  ","Cinch"
"Polestar 2 300kW Pilot Plus 78kWh Dual motor 5dr 4WD Auto",21249,"2021",14660,"Petrol","Manual  ","Cinch"
"Nissan LEAF 110kW Tekna 40kWh 5dr Auto",10469,"2021",14660,"Petrol","Manual  ","Cinch"
"Vauxhall Mokka-e 100kW Launch Edition 50kWh 5dr Auto",14669,"2021",14660,"Petrol","Manual  ","Cinch"
"Toyota Highlander 2.5 VVT-i Hybrid Excel 5dr CVT",36884,"2021",14660,"Petrol","Manual  ","Cinch"
"Mazda MX-5 RF 1.5 Sport Nav 2dr",13789,"2021",14660,"Petrol","Manual  ","Cinch"
"Ford Mustang Mach-E 258kW Extended Range 88kWh AWD 5dr Auto",27754,"2021",14660,"Petrol","Manual  ","Cinch"
"Ford Kuga 2.5 PHEV ST-Line 5dr CVT",20344,"2021",14660,"Petrol","Manual  ","Cinch"
"Tesla Model Y Long Range AWD 5dr Auto",31699,"2021",14660,"Petrol","Manual  ","Cinch"
"Mazda CX-30 2.0 e-Skyactiv G MHEV SE-L Lux 5dr Auto",17529,"2021",14660,"Petrol","Manual  ","Cinch"
"Ford Fiesta 1.0 EcoBoost Zetec 5dr",10949,"2021",14660,"Petrol","Manual  ","Cinch"
"Hyundai Kona 1.6 GDi Hybrid SE Connect 5dr DCT",17099,"2021",14660,"Petrol","Manual  ","Cinch"
"Ford Puma 1.0 EcoBoost Hybrid mHEV ST-Line 5dr",16199,"2021",14660,"Petrol","Manual  ","Cinch"
"Peugeot 3008 1.5 BlueHDi GT Line 5dr",13599,"2021",14660,"Petrol","Manual  ","Cinch"
"Volkswagen Polo 1.0 EVO 80 Beats 5dr",12499,"2021",14660,"Petrol","Manual  ","Cinch"
"Ford EcoSport 1.0 EcoBoost 125 Zetec 5dr Auto",12799,"2021",14660,"Petrol","Manual  ","Cinch"
"Nissan Qashqai 1.3 DiG-T Acenta Premium 5dr",12349,"2021",14660,"Petrol","Manual  ","Cinch"
"Fiat 500 1.0 Mild Hybrid Dolcevita [Part Leather] 3dr",11199,"2021",14660,"Petrol","Manual  ","Cinch"
"BMW X4 xDrive20d MHT M Sport 5dr Step Auto",27499,"2021",14660,"Petrol","Manual  ","Cinch"
"Suzuki Swift 1.2 Dualjet 83 12V Hybrid SZ5 5dr",13249,"2021",14660,"Petrol","Manual  ","Cinch"
"Suzuki Swift 1.2 Dualjet 83 12V Hybrid SZ5 5dr",12199,"2021",14660,"Petrol","Manual  ","Cinch"
"Mercedes-Benz A-Class A220d AMG Line Executive 5dr Auto",22649,"2021",14660,"Petrol","Manual  ","Cinch"
"SEAT Leon 1.0 TSI EVO SE Dynamic 5dr",14549,"2021",14660,"Petrol","Manual  ","Cinch"
"Land Rover Range Rover Evoque 2.0 D150 R-Dynamic S 5dr 2WD",18849,"2021",14660,"Petrol","Manual  ","Cinch"
"Jaguar E-PACE 1.5 P300e R-Dynamic S 5dr Auto",28399,"2021",14660,"Petrol","Manual  ","Cinch"
"BMW 1 Series 118i [136] Sport 5dr",18899,"2021",14660,"Petrol","Manual  ","Cinch"
"Kia Sportage 1.6T GDi ISG 2 5dr",20599,"2021",14660,"Petrol","Manual  ","Cinch"
